"name","prompt","negative_prompt","thumbnail"
"Vindictive glee cruel smile","Shift the facial expression to vindictive glee with a cruel smile, eyes narrowed to slits, and a knowing raised brow.","","expression/vindictive_glee_with_a_cruel_smile_eyes_narrowed_to_slits_and_a_knowing_raised_brow.jpg"
"Emotional breakdown sobbing","Shift the facial expression to emotional breakdown with tears streaming, face contorted in pain, and mouth twisted in a sob.","","expression/emotional_breakdown_with_tears_streaming_face_contorted_in_pain_and_mouth_twisted_in_a_sob.jpg"
"Curious tilt head to side","Shift the facial expression to curious tilt with one brow raised, head angled, and lips pursed in thought.","","expression/curious_tilt_with_one_brow_raised_head_angled_and_lips_pursed_in_thought.jpg"
"Victorious cheer laugh through tears","Shift the facial expression to victorious cheer with a huge open-mouthed laugh, eyes squeezed shut, and raised fists implied.","","expression/victorious_cheer_with_a_huge_open-mouthed_laugh_eyes_squeezed_shut_and_raised_fists_implied.jpg"
"Defeated slump downcast eyes","Shift the facial expression to defeated slump with downcast eyes, slack mouth, and brows drooping low.","","expression/defeated_slump_with_downcast_eyes_slack_mouth_and_brows_drooping_low.jpg"
"Seductive allure slow smile","Shift the facial expression to seductive allure with heavy-lidded eyes, a slow, deliberate smile, and a slight pout.","","expression/seductive_allure_with_heavy-lidded_eyes_a_slow_deliberate_smile_and_a_slight_pout.jpg"
"Horrified scream wide mouth","Shift the facial expression to horrified scream with mouth stretched wide, eyes bulging, and brows raised in terror.","","expression/horrified_scream_with_mouth_stretched_wide_eyes_bulging_and_brows_raised_in_terror.jpg"
"Peaceful goodbye wistful smile","Shift the facial expression to peaceful goodbye with a soft, wistful smile, eyes holding a hint of tear, and relaxed brows.","","expression/peaceful_goodbye_with_a_soft_wistful_smile_eyes_holding_a_hint_of_tear_and_relaxed_brows.jpg"
"Smug arrogance half-smile","Shift the facial expression to smug arrogance with a half-smile, eyes looking down the nose, and a raised chin.","","expression/smug_arrogance_with_a_half-smile_eyes_looking_down_the_nose_and_a_raised_chin.jpg"
"Anxious anticipation pressed lips","Shift the facial expression to anxious anticipation with eyes wide and darting, brows raised, and lips pressed together.","","expression/anxious_anticipation_with_eyes_wide_and_darting_brows_raised_and_lips_pressed_together.jpg"
"Ecstatic release head thrown back","Shift the facial expression to ecstatic release with eyes closed, head thrown back, and a wide, breathless smile.","","expression/ecstatic_release_with_eyes_closed_head_thrown_back_and_a_wide_breathless_smile.jpg"
"Mocking disbelief raised eyebrow","Shift the facial expression to mocking disbelief with one eyebrow raised, a crooked smirk, and a dismissive head shake implied.","","expression/mocking_disbelief_with_one_eyebrow_raised_a_crooked_smirk_and_a_dismissive_head_shake_implied.jpg"
"Gentle reassurance soft warm eyes","Shift the facial expression to gentle reassurance with soft, warm eyes, a calm smile, and relaxed, open brows.","","expression/gentle_reassurance_with_soft_warm_eyes_a_calm_smile_and_relaxed_open_brows.jpg"
"Burning jealousy forced smile","Shift the facial expression to burning jealousy with eyes narrowed, jaw tight, and a forced, bitter smile.","","expression/burning_jealousy_with_eyes_narrowed_jaw_tight_and_a_forced_bitter_smile.jpg"
"Startled awareness wide eyes","Shift the facial expression to startled awareness with eyes snapping open wide, brows shooting up, and mouth forming a silent ""oh"".","","expression/startled_awareness_with_eyes_snapping_open_wide_brows_shooting_up_and_mouth_forming_a_silent_oh.jpg"
"Nostalgic longing far-off gaze","Shift the facial expression to nostalgic longing with a far-off gaze, a gentle, sad smile, and slightly knit brows.","","expression/nostalgic_longing_with_a_far-off_gaze_a_gentle_sad_smile_and_slightly_knit_brows.jpg"
"Contemptuous laugh sarcastic smile","Shift the facial expression to contemptuous laugh with a sharp, sarcastic smile and eyes rolling slightly.","","expression/contemptuous_laugh_with_a_sharp_sarcastic_smile_and_eyes_rolling_slightly.jpg"
"Fearful respect watchful eyes","Shift the facial expression to fearful respect with wide, careful eyes, a tight, respectful smile, and raised brows.","","expression/fearful_respect_with_wide_careful_eyes_a_tight_respectful_smile_and_raised_brows.jpg"
"Flirtatious challenge playful stare","Shift the facial expression to flirtatious challenge with a raised brow, a smirk, and eyes locked in a playful stare.","","expression/flirtatious_challenge_with_a_raised_brow_a_smirk_and_eyes_locked_in_a_playful_stare.jpg"
"Deep regret downcast gaze","Shift the facial expression to deep regret with eyes cast down, brow furrowed in pain, and a tight, pressed mouth.","","expression/deep_regret_with_eyes_cast_down_brow_furrowed_in_pain_and_a_tight_pressed_mouth.jpg"
"Manic excitement wild eyes","Shift the facial expression to manic excitement with wide, wild eyes, a huge grin, and brows raised unevenly.","","expression/manic_excitement_with_wide_wild_eyes_a_huge_grin_and_brows_raised_unevenly.jpg"
"Polite disinterest tight smile","Shift the facial expression to polite disinterest with a forced, tight smile and eyes that are slightly glazed over.","","expression/polite_disinterest_with_a_forced_tight_smile_and_eyes_that_are_slightly_glazed_over.jpg"
"Sinister calm cold stare","Shift the facial expression to sinister calm with a flat, cold stare, no smile, and perfectly still features.","","expression/sinister_calm_with_a_flat_cold_stare_no_smile_and_perfectly_still_features.jpg"
"Childlike innocence wide eyes","Shift the facial expression to childlike innocence with wide, round eyes, a sweet, small smile, and relaxed brows.","","expression/childlike_innocence_with_wide_round_eyes_a_sweet_small_smile_and_relaxed_brows.jpg"
"Overwhelming gratitude trembling smile","Shift the facial expression to overwhelming gratitude with eyes welling up, a trembling smile, and raised inner brows.","","expression/overwhelming_gratitude_with_eyes_welling_up_a_trembling_smile_and_raised_inner_brows.jpg"
"Cunning calculation narrowed eyes","Shift the facial expression to cunning calculation with eyes narrowed, a slow, thoughtful blink, and a tiny smirk.","","expression/cunning_calculation_with_eyes_narrowed_a_slow_thoughtful_blink_and_a_tiny_smirk.jpg"
"Horrified fascination mixed awe and disgust","Shift the facial expression to horrified fascination with wide eyes, open mouth, and a mix of awe and disgust.","","expression/horrified_fascination_with_wide_eyes_open_mouth_and_a_mix_of_awe_and_disgust.jpg"
"Sardonic wit crooked grin","Shift the facial expression to sardonic wit with a one-sided smirk, one brow raised, and a knowing glint in the eyes.","","expression/sardonic_wit_with_a_one-sided_smirk_one_brow_raised_and_a_knowing_glint_in_the_eyes.jpg"
"Devastated shock frozen stare","Shift the facial expression to devastated shock with frozen wide eyes, mouth open but silent, and brows frozen in disbelief.","","expression/devastated_shock_with_frozen_wide_eyes_mouth_open_but_silent_and_brows_frozen_in_disbelief.jpg"
"Affectionate teasing playful smile","Shift the facial expression to affectionate teasing with a playful smile, slightly squinted eyes, and a raised brow.","","expression/affectionate_teasing_with_a_playful_smile_slightly_squinted_eyes_and_a_raised_brow.jpg"
"Suppressed laughter puffed cheeks","Shift the facial expression to suppressed laughter with pressed lips, cheeks puffed slightly, and eyes crinkled with mirth.","","expression/suppressed_laughter_with_pressed_lips_cheeks_puffed_slightly_and_eyes_crinkled_with_mirth.jpg"
"Aggressive defiance challenging gaze","Shift the facial expression to aggressive defiance with chin jutted forward, eyes blazing, and a snarling mouth.","","expression/aggressive_defiance_with_chin_jutted_forward_eyes_blazing_and_a_snarling_mouth.jpg"
"Mellow contentment half-closed eyes","Shift the facial expression to mellow contentment with soft, half-closed eyes, a relaxed smile, and smooth brow.","","expression/mellow_contentment_with_soft_half-closed_eyes_a_relaxed_smile_and_smooth_brow.jpg"
"Frantic desperation darting eyes","Shift the facial expression to frantic desperation with wide, darting eyes, brows raised high, and a trembling open mouth.","","expression/frantic_desperation_with_wide_darting_eyes_brows_raised_high_and_a_trembling_open_mouth.jpg"
"Cool nonchalance blank stare","Shift the facial expression to cool nonchalance with a slight shrug implied, a blank face, and half-lidded eyes.","","expression/cool_nonchalance_with_a_slight_shrug_implied_a_blank_face_and_half-lidded_eyes.jpg"
"Joyous relief exhale smile","Shift the facial expression to joyous relief with a huge exhale smile, eyes closing momentarily, and relaxed brows.","","expression/joyous_relief_with_a_huge_exhale_smile_eyes_closing_momentarily_and_relaxed_brows.jpg"
"Possessive lust hungry eyes","Shift the facial expression to possessive lust with intense, hungry eyes, slightly parted lips, and lowered brows.","","expression/possessive_lust_with_intense_hungry_eyes_slightly_parted_lips_and_lowered_brows.jpg"
"Guilty remorse downcast gaze","Shift the facial expression to guilty remorse with downcast eyes, a frown, and inner brows pulled up in sorrow.","","expression/guilty_remorse_with_downcast_eyes_a_frown_and_inner_brows_pulled_up_in_sorrow.jpg"
"Haughty superiority dismissive smirk","Shift the facial expression to haughty superiority with a lifted chin, half-closed eyes, and a dismissive smirk.","","expression/haughty_superiority_with_a_lifted_chin_half-closed_eyes_and_a_dismissive_smirk.jpg"
"Stunned amazement shining eyes","Shift the facial expression to stunned amazement with eyes wide and bright, mouth open, and brows raised high.","","expression/stunned_amazement_with_eyes_wide_and_bright_mouth_open_and_brows_raised_high.jpg"
"Weary exhaustion heavy eyelids","Shift the facial expression to weary exhaustion with heavy-lidded eyes, a slack mouth, and drooping brows.","","expression/weary_exhaustion_with_heavy-lidded_eyes_a_slack_mouth_and_drooping_brows.jpg"
"Fierce loyalty firm proud smile","Shift the facial expression to fierce loyalty with steady, unwavering eyes, a firm, proud smile, and lifted chin.","","expression/fierce_loyalty_with_steady_unwavering_eyes_a_firm_proud_smile_and_lifted_chin.jpg"
"Mocking pity false sympathy","Shift the facial expression to mocking pity with a tilted head, a half-smile, and eyes that show false sympathy.","","expression/mocking_pity_with_a_tilted_head_a_half-smile_and_eyes_that_show_false_sympathy.jpg"
"Excited anticipation beaming smile","Shift the facial expression to excited anticipation with wide, sparkling eyes, a beaming smile, and raised brows.","","expression/excited_anticipation_with_wide_sparkling_eyes_a_beaming_smile_and_raised_brows.jpg"
"Somber reflection thoughtful gaze","Shift the facial expression to somber reflection with eyes directed slightly down, a straight, thoughtful mouth, and neutral brows.","","expression/somber_reflection_with_eyes_directed_slightly_down_a_straight_thoughtful_mouth_and_neutral_brows.jpg"
"Smug gratification half-closed eyes","Shift the facial expression to smug gratification with a closed-lip smile, eyes half-shut, and a slight head tilt.","","expression/smug_gratification_with_a_closed-lip_smile_eyes_half-shut_and_a_slight_head_tilt.jpg"
"Terror-stricken paralysis frozen scream","Shift the facial expression to terror-stricken paralysis with wide, frozen eyes, open mouth, and brows frozen high.","","expression/terror-stricken_paralysis_with_wide_frozen_eyes_open_mouth_and_brows_frozen_high.jpg"
"Playful suspicion squinted eye","Shift the facial expression to playful suspicion with one eye squinted, a playful pout, and a tilted head.","","expression/playful_suspicion_with_one_eye_squinted_a_playful_pout_and_a_tilted_head.jpg"
"Serene wisdom calm smile","Shift the facial expression to serene wisdom with a gentle, knowing smile, calm eyes, and relaxed features.","","expression/serene_wisdom_with_a_gentle_knowing_smile_calm_eyes_and_relaxed_features.jpg"
"Bitter coldness hard mouth","Shift the facial expression to bitter coldness with a tight, hard mouth, eyes like ice, and no brow movement.","","expression/bitter_coldness_with_a_tight_hard_mouth_eyes_like_ice_and_no_brow_movement.jpg"
"Rapturous awe wide eyes","Shift the facial expression to rapturous awe with eyes wide, mouth open in wonder, and brows raised in reverence.","","expression/rapturous_awe_with_eyes_wide_mouth_open_in_wonder_and_brows_raised_in_reverence.jpg"
"Reluctant acceptance half-smile half-frown","Shift the facial expression to reluctant acceptance with a half-frown, half-smile, and a slight shrug of the brows.","","expression/reluctant_acceptance_with_a_half-frown_half-smile_and_a_slight_shrug_of_the_brows.jpg"
"Devilish charm lopsided grin","Shift the facial expression to devilish charm with a lopsided grin, a wink, and a raised brow.","","expression/devilish_charm_with_a_lopsided_grin_a_wink_and_a_raised_brow.jpg"
"Quiet desperation pleading gaze","Shift the facial expression to quiet desperation with eyes pleading, brows knit, and a tight, anxious mouth.","","expression/quiet_desperation_with_eyes_pleading_brows_knit_and_a_tight_anxious_mouth.jpg"
"Triumphant glory shining smile","Shift the facial expression to triumphant glory with a proud, wide smile, eyes shining, and head held high.","","expression/triumphant_glory_with_a_proud_wide_smile_eyes_shining_and_head_held_high.jpg"
"Skeptical doubt pursed lips","Shift the facial expression to skeptical doubt with one brow raised, a pursed mouth, and eyes looking askance.","","expression/skeptical_doubt_with_one_brow_raised_a_pursed_mouth_and_eyes_looking_askance.jpg"
"Overwhelming love tender eyes","Shift the facial expression to overwhelming love with soft, melting eyes, a gentle, open smile, and relaxed brows.","","expression/overwhelming_love_with_soft_melting_eyes_a_gentle_open_smile_and_relaxed_brows.jpg"
"Sadistic enjoyment slow cruel smile","Shift the facial expression to sadistic enjoyment with a slow, cruel smile and eyes that glitter with malice.","","expression/sadistic_enjoyment_with_a_slow_cruel_smile_and_eyes_that_glitter_with_malice.jpg"
"Absent-minded reverie unfocused gaze","Shift the facial expression to absent-minded reverie with unfocused eyes, slightly parted lips, and relaxed brows.","","expression/absent-minded_reverie_with_unfocused_eyes_slightly_parted_lips_and_relaxed_brows.jpg"
"Volcanic rage bloodshot eyes","Shift the facial expression to volcanic rage with bulging eyes, bared teeth, and a face reddened with fury.","","expression/volcanic_rage_with_bulging_eyes_bared_teeth_and_a_face_reddened_with_fury.jpg"
"Gentle empathy soft eyes","Shift the facial expression to gentle empathy with soft, concerned eyes, a slight frown, and inner brows raised.","","expression/gentle_empathy_with_soft_concerned_eyes_a_slight_frown_and_inner_brows_raised.jpg"
"Cynical amusement crooked smirk","Shift the facial expression to cynical amusement with a half-smile, a raised brow, and a knowing, jaded look.","","expression/cynical_amusement_with_a_half-smile_a_raised_brow_and_a_knowing_jaded_look.jpg"
"Fearful obedience watchful eyes","Shift the facial expression to fearful obedience with wide, watchful eyes, a nervous smile, and raised brows.","","expression/fearful_obedience_with_wide_watchful_eyes_a_nervous_smile_and_raised_brows.jpg"
"Ecstatic joy laugh through tears","Shift the facial expression to ecstatic joy with a huge, open-mouthed laugh, eyes squeezed shut, and crinkled nose.","","expression/ecstatic_joy_with_a_huge_open-mouthed_laugh_eyes_squeezed_shut_and_crinkled_nose.jpg"
"Pensive contemplation distant gaze","Shift the facial expression to pensive contemplation with eyes focused on a distant point, a slight frown, and knitted brows.","","expression/pensive_contemplation_with_eyes_focused_on_a_distant_point_a_slight_frown_and_knitted_brows.jpg"
"Mocking arrogance contemptuous gaze","Shift the facial expression to mocking arrogance with a sneer, eyes half-closed, and a tilted, dismissive head.","","expression/mocking_arrogance_with_a_sneer_eyes_half-closed_and_a_tilted_dismissive_head.jpg"
"Broken sadness swollen eyes","Shift the facial expression to broken sadness with red, puffy eyes, a quivering lip, and a deep, sorrowful frown.","","expression/broken_sadness_with_red_puffy_eyes_a_quivering_lip_and_a_deep_sorrowful_frown.jpg"
"Fierce determination set jaw","Shift the facial expression to fierce determination with a set jaw, narrowed eyes, and a tight, straight mouth.","","expression/fierce_determination_with_a_set_jaw_narrowed_eyes_and_a_tight_straight_mouth.jpg"
"Flirtatious innocence doe eyes","Shift the facial expression to flirtatious innocence with wide, doe-like eyes, a small, coy smile, and tilted head.","","expression/flirtatious_innocence_with_wide_doe-like_eyes_a_small_coy_smile_and_tilted_head.jpg"
"Horrified disgust combined with shock","Shift the facial expression to horrified disgust combined with shock, with eyes wide and mouth open in a grimace.","","expression/horrified_disgust_combined_with_shock_with_eyes_wide_and_mouth_open_in_a_grimace.jpg"
"Regal composure royal bearing","Shift the facial expression to regal composure with a neutral, elegant expression, steady eyes, and a slight, confident smile.","","expression/regal_composure_with_a_neutral_elegant_expression_steady_eyes_and_a_slight_confident_smile.jpg"
"Panicked confusion mouth opening and closing","Shift the facial expression to panicked confusion with wide eyes, furrowed brows, and a mouth opening and closing wordlessly.","","expression/panicked_confusion_with_wide_eyes_furrowed_brows_and_a_mouth_opening_and_closing_wordlessly.jpg"
"Soulful yearning sad gaze","Shift the facial expression to soulful yearning with deep, longing eyes, a soft, sad smile, and raised inner brows.","","expression/soulful_yearning_with_deep_longing_eyes_a_soft_sad_smile_and_raised_inner_brows.jpg"
"Sardonic challenge steady gaze","Shift the facial expression to sardonic challenge with a raised brow, a crooked smirk, and a direct, steady gaze.","","expression/sardonic_challenge_with_a_raised_brow_a_crooked_smirk_and_a_direct_steady_gaze.jpg"
"Pure elation huge smile","Shift the facial expression to pure elation with a huge, toothy smile, eyes bright and wide, and brows raised in delight.","","expression/pure_elation_with_a_huge_toothy_smile_eyes_bright_and_wide_and_brows_raised_in_delight.jpg"
"Grim resignation pressed lips","Shift the facial expression to grim resignation with a tight, pressed mouth, flat eyes, and a slight, weary frown.","","expression/grim_resignation_with_a_tight_pressed_mouth_flat_eyes_and_a_slight_weary_frown.jpg"
"Playful teasing wink","Shift the facial expression to playful teasing with a wink, a lopsided grin, and one brow raised suggestively.","","expression/playful_teasing_with_a_wink_a_lopsided_grin_and_one_brow_raised_suggestively.jpg"
"Stunned disbelief frozen shock","Shift the facial expression to stunned disbelief with eyes wide, brows raised, and a slack, open mouth in frozen shock.","","expression/stunned_disbelief_with_eyes_wide_brows_raised_and_a_slack_open_mouth_in_frozen_shock.jpg"
"Serene acceptance of fate soft smile","Shift the facial expression to serene acceptance of fate with a soft, calm smile, closed eyes, and relaxed features.","","expression/serene_acceptance_of_fate_with_a_soft_calm_smile_closed_eyes_and_relaxed_features.jpg"
"Demanding authority stern gaze","Shift the facial expression to demanding authority with a hard stare, a stern, straight mouth, and lowered, intense brows.","","expression/demanding_authority_with_a_hard_stare_a_stern_straight_mouth_and_lowered_intense_brows.jpg"
"Gleeful mischief twinkling eyes","Shift the facial expression to gleeful mischief with eyes twinkling, a wide, impish grin, and brows raised in fun.","","expression/gleeful_mischief_with_eyes_twinkling_a_wide_impish_grin_and_brows_raised_in_fun.jpg"
"Heartwarming tenderness loving gaze","Shift the facial expression to heartwarming tenderness with soft, adoring eyes, a gentle smile, and relaxed, open brows.","","expression/heartwarming_tenderness_with_soft_adoring_eyes_a_gentle_smile_and_relaxed_open_brows.jpg"
"Stoic endurance hidden pain","Shift the facial expression to stoic endurance with a neutral, unreadable face, but eyes showing hidden pain.","","expression/stoic_endurance_with_a_neutral_unreadable_face_but_eyes_showing_hidden_pain.jpg"
"Whimsical daydream dreamy smile","Shift the facial expression to whimsical daydream with a soft, far-off gaze, a small, dreamy smile, and relaxed brows.","","expression/whimsical_daydream_with_a_soft_far-off_gaze_a_small_dreamy_smile_and_relaxed_brows.jpg"
